"","ID","gender","zodiac","bornyear","age","residence_status","education_level","marital_status"
"17810","138202210002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17811","138202224002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17812","138202224001","2 female",NA,1966,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17813","138202208002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"17814","138202208001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17815","138202201001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17816","138202201002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"17817","138202225002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17818","138202225001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17819","138202211002","1 male",NA,1943,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17820","138202211001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17821","138202212002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17822","138202212001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17823","138202227002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"17824","138202227001","2 female",NA,1963,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"17825","138202230001","1 male","5 Dragon",1964,NA,"2 Non-agricultural Hukou","5 Middle school","1 Married with spouse present"
"17826","138202230002","2 female","8 Goat",1967,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"17827","138202232001","1 male","10 Rooster",1969,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"17828","138202232002","2 female","12 Pig",1971,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"17829","138202214001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17830","138202315001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17831","138202332001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17832","138202336001","2 female","10 Rooster",1969,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"17833","138202336002","1 male","9 Monkey",1968,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"17834","138202305001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"5 Widowed"
"17835","138202335002","2 female","1 Rat",1972,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"17836","138202322002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"17837","138202322001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17838","138202304001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17839","138202304002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17840","138202303001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17841","138202303002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"17842","138202307001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17843","138202328001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17844","138202328002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17845","138202313001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17846","138202313002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17847","138202329001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"17848","138202329002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17849","138202308001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17850","138202308002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17851","138202317001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17852","138202302002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"17853","138202302001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17854","138202333001","1 male","9 Monkey",1968,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"17855","138202333002","2 female","9 Monkey",1968,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"17856","138202323001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17857","138202323002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17858","138202318001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17859","138202318002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17860","138202306002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17861","138202306001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17862","138202334001","1 male","8 Goat",1967,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"17863","138202334002","2 female","11 Dog",1970,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"17864","138202311002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17865","138202311001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17866","138202316001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17867","138202316002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17868","138202326002","1 male",NA,1949,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17869","138202326001","2 female",NA,1947,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17870","138202330002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"17871","138202330001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"17872","138202312001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17873","138202312002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17874","138202301002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17875","138202301001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17876","138202319001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17877","138202319002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17878","138202327002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17879","138202327001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17880","138202324001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17881","138202324002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17882","138202309001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17883","138202309002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17884","138202321001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17885","138202321002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17886","138202314001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17887","138202325002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"17888","138202325001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17889","138202310001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17890","138202310002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17891","138202331001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17892","138202331002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17893","135559116001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17894","135559116002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17895","135559130001","1 male","6 Snake",1965,NA,"1 Agricultual Hukou","4 Elementary school","2 Married but not living with spouse temporarily for reasons such as work"
"17896","135559130002","2 female","9 Monkey",1968,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","2 Married but not living with spouse temporarily for reasons such as work"
"17897","135559132002","1 male","9 Monkey",1968,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"17898","135559132001","2 female","10 Rooster",1969,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"17899","135559114001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17900","135559114002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17901","135559124001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17902","135559112002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17903","135559112001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17904","135559117001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17905","135559127001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17906","135559108002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17907","135559108001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17908","135559126001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17909","135559126002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17910","135559103001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17911","135559103002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17912","135559118001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17913","135559107001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17914","135559107002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17915","135559121001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17916","135559121002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17917","135559110001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17918","135559101002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17919","135559101001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17920","135559123001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17921","135559106001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17922","135559106002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17923","135559120001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17924","135559109001","1 male",NA,1939,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17925","135559128001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"5 Widowed"
"17926","135559133001","1 male","8 Goat",1967,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"17927","135559105002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17928","135559105001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17929","135559119001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17930","135559102002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17931","135559102001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17932","135559131001","1 male","2 Ox",1937,NA,"1 Agricultual Hukou","6 High school","5 Widowed"
"17933","135559104001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17934","135559104002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17935","135559115002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17936","135559115001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17937","135559113001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17938","135559113002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17939","135559111002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17940","135559111001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17941","135559310001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17942","135559311001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17943","135559324001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17944","135559329001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"17945","135559330002","2 female","9 Monkey",1968,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","2 Married but not living with spouse temporarily for reasons such as work"
"17946","135559331001","2 female","8 Goat",1955,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"17947","135559312001","2 female",NA,1947,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17948","135559313002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"17949","135559313001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17950","135559305002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17951","135559305001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17952","135559318001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17953","135559318002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17954","135559319001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"6 Never married"
"17955","135559317001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17956","135559328001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17957","135559321002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17958","135559301001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17959","135559301002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17960","135559323001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17961","135559314001","1 male",NA,1953,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17962","135559314002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17963","135559320001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17964","135559307002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17965","135559307001","1 male",NA,1957,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17966","135559316002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"17967","135559327001","2 female",NA,1969,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"17968","135559309002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17969","135559309001","2 female",NA,1956,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17970","135559304001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17971","135559315001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"17972","135559303001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17973","135559325002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"17974","135559209002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17975","135559209001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17976","135559223001","2 female","4 Rabbit",1939,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","5 Widowed"
"17977","135559213001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17978","135559225001","1 male","6 Snake",1965,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"17979","135559225002","2 female","5 Dragon",1964,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"17980","135559219002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17981","135559219001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17982","135559201002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17983","135559201001","2 female",NA,NA,48,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17984","135559211001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17985","135559211002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17986","135559217002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17987","135559208002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17988","135559208001","2 female",NA,1947,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17989","135559221001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17990","135559210001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17991","135559210002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17992","135559224002","1 male","1 Rat",1960,NA,"1 Agricultual Hukou","6 High school","1 Married with spouse present"
"17993","135559224001","2 female","9 Monkey",1968,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"17994","135559202001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17995","135559204001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"17996","135559215001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17997","135559215002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17998","135559220002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"17999","135559220001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18000","135559214001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"18001","135559206002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18002","135559222001","1 male","2 Ox",1949,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"18003","135559222002","2 female","4 Rabbit",1951,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"18004","135559203001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"18005","135559207001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18006","135559207002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18007","135559218001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18008","135559218002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18009","135559216002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18010","135559216001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18011","134902206002","1 male",NA,1945,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18012","134902206001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18013","134902213001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18014","134902213002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18015","134902217001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"18016","134902229001","1 male","5 Dragon",1952,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"18017","134902229002","2 female","7 Horse",1954,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"18018","134902204001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"18019","134902219002","1 male",NA,1927,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18020","134902219001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18021","134902201002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18022","134902201001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18023","134902224001","1 male","6 Snake",1940,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"18024","134902224002","2 female","12 Pig",1947,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"18025","134902223001","1 male","6 Snake",1953,NA,"1 Agricultual Hukou","6 High school","4 Divorced"
"18026","134902207001","2 female",NA,1936,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"18027","134902205001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"18028","134902209001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18029","134902209002","1 male","7 Horse",1966,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"18030","134902228001","1 male","7 Horse",1966,NA,"1 Agricultual Hukou","6 High school","1 Married with spouse present"
"18031","134902228002","2 female","8 Goat",1967,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"18032","134902210002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18033","134902210001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18034","134902211001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"18035","134902230002","1 male","4 Rabbit",1951,NA,"1 Agricultual Hukou","6 High school","1 Married with spouse present"
"18036","134902230001","2 female","10 Rooster",1957,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"18037","134902202003","1 male","5 Dragon",1952,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"18038","134902202002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18039","134902215001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"18040","134902227002","1 male","7 Horse",1966,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"18041","134902227001","2 female","9 Monkey",1968,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"18042","134902226001","2 female","7 Horse",1966,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"18043","134902226002","1 male","8 Goat",1967,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"18044","134902220001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18045","134902220002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"18046","134902222001","2 female","6 Snake",1967,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"18047","134902216002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18048","134902216001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18049","134902218002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18050","134902218001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18051","134902214002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18052","134902214001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18053","134902221002","1 male",NA,1964,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18054","134902221001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18055","134902203001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"18056","134902225001","2 female","4 Rabbit",1963,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"18057","134902225002","1 male","5 Dragon",1964,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"18058","134902108001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18059","134902108002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18060","134902123001","2 female","8 Goat",1967,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"18061","134902123002","1 male","1 Rat",1960,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"18062","134902120001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18063","134902120002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18064","134902114001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"18065","134902107001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"18066","134902102001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18067","134902102002","1 male",NA,1953,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18068","134902118001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"18069","134902122001","2 female","3 Tiger",1938,NA,"1 Agricultual Hukou","1 No formal education illiterate","5 Widowed"
"18070","134902112001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"18071","134902101002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"3 Separated"
"18072","134902125002","2 female","10 Rooster",1969,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"18073","134902125001","1 male","7 Horse",1966,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"18074","134902103002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18075","134902103001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"18076","134902116001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
