"","ID","n_older_bro","n_younger_bro","n_older_sis","n_younger_sis","n_alive_children","child_residence_distance","child_location_type","child_occupation"
"8395","057457303001",0,0,0,0,3,"1 This Household, and Economicly Dependent",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8396","057457312001",0,3,0,0,3,"2 This Household, but Economicly Independent",NA,"6 Production and Transportation worker"
"8397","057457330002",0,0,0,0,4,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8398","057457327001",0,0,0,0,NA,"6 Other",NA,"4 Commerical and Service worker"
"8399","057457313002",0,2,1,1,3,NA,NA,"6 Production and Transportation worker"
"8400","057457309002",0,3,0,0,4,"6 Other","4 Village","4 Commerical and Service worker"
"8401","057457314001",1,2,1,0,4,"1 This Household, and Economicly Dependent",NA,NA
"8402","057457328001",0,0,0,0,4,"6 Other","1 City","2 Professional and Technician"
"8403","057457323001",0,1,0,0,3,"6 Other","2 County","4 Commerical and Service worker"
"8404","057457324001",0,1,1,2,2,"6 Other","4 Village",NA
"8405","057457319001",0,0,0,1,2,"6 Other","3 Town","2 Professional and Technician"
"8406","057457304001",2,2,1,0,2,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"6 Production and Transportation worker"
"8407","057457335001",0,2,0,1,NA,NA,"3 Town","3 Clerk"
"8408","057457318002",0,2,2,2,2,"6 Other","1 City","2 Professional and Technician"
"8409","057457333001",0,0,1,0,4,"2 This Household, but Economicly Independent","3 Town","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8410","057457317003",1,0,2,0,3,"2 This Household, but Economicly Independent","4 Village","4 Commerical and Service worker"
"8411","057457332001",0,0,0,1,NA,"2 This Household, but Economicly Independent",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8412","057457337001",0,0,3,1,NA,NA,NA,NA
"8413","057457315001",0,1,0,0,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"6 Production and Transportation worker"
"8414","057457326001",0,1,0,0,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","6 Production and Transportation worker"
"8415","057457326102",0,0,0,1,NA,NA,NA,NA
"8416","057457306001",1,0,1,0,NA,NA,NA,NA
"8417","057457307001",1,1,0,2,3,NA,NA,"4 Commerical and Service worker"
"8418","057457331002",1,1,1,2,3,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"6 Production and Transportation worker"
"8419","057457336002",0,1,2,1,4,"1 This Household, and Economicly Dependent",NA,NA
"8420","057457320002",0,0,0,1,0,NA,"1 City","2 Professional and Technician"
"8421","057457322002",0,1,0,0,4,"6 Other","3 Town","6 Production and Transportation worker"
"8422","057457329002",0,0,1,0,4,"6 Other","1 City","4 Commerical and Service worker"
"8423","057457301002",0,0,1,1,3,"6 Other","1 City","2 Professional and Technician"
"8424","057457302002",0,0,0,0,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","4 Village","1 Manager"
"8425","057457325001",0,0,0,1,4,"6 Other","4 Village","4 Commerical and Service worker"
"8426","057457334002",0,1,0,1,4,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","2 County","4 Commerical and Service worker"
"8427","057457338001",3,1,0,1,NA,NA,NA,NA
"8428","056059113002",0,0,0,0,3,"6 Other","1 City","3 Clerk"
"8429","056059118001",0,1,1,3,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","2 Professional and Technician"
"8430","056059114001",1,0,0,1,NA,"1 This Household, and Economicly Dependent","1 City","4 Commerical and Service worker"
"8431","056059107001",0,1,4,0,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8432","056059117002",1,1,1,4,3,"6 Other","4 Village","4 Commerical and Service worker"
"8433","056059116002",1,0,0,0,4,"6 Other","1 City","4 Commerical and Service worker"
"8434","056059105002",1,0,2,0,2,"6 Other","1 City","4 Commerical and Service worker"
"8435","056059102001",0,3,1,0,NA,"1 This Household, and Economicly Dependent",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8436","056059110001",1,0,0,2,1,"6 Other","1 City","6 Production and Transportation worker"
"8437","056059101001",0,0,0,0,NA,"6 Other","3 Town","4 Commerical and Service worker"
"8438","056059120002",0,3,1,3,1,"6 Other",NA,"6 Production and Transportation worker"
"8439","056059115001",0,1,1,1,NA,"6 Other",NA,"6 Production and Transportation worker"
"8440","056059106001",0,0,1,1,2,"6 Other","1 City","2 Professional and Technician"
"8441","056059108002",0,0,1,0,2,"6 Other","1 City","3 Clerk"
"8442","056059111002",0,2,0,1,1,"1 This Household, and Economicly Dependent",NA,"6 Production and Transportation worker"
"8443","056059109002",1,1,0,2,2,"6 Other","1 City",NA
"8444","056059103001",0,2,0,2,2,"6 Other","1 City","4 Commerical and Service worker"
"8445","056059123001",0,0,0,0,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood","1 City","4 Commerical and Service worker"
"8446","056059121001",1,0,0,1,NA,"3 Same or Adjacent Dwelling/Courtyard with You",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8447","056059112001",1,1,2,0,3,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","4 Village","4 Commerical and Service worker"
"8448","056059122001",0,0,0,0,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"6 Production and Transportation worker"
"8449","056059104001",0,0,0,0,NA,"6 Other","1 City","6 Production and Transportation worker"
"8450","056059219001",0,3,0,2,1,"1 This Household, and Economicly Dependent",NA,"6 Production and Transportation worker"
"8451","056059206001",1,2,0,1,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"4 Commerical and Service worker"
"8452","056059204002",0,0,1,0,3,"6 Other","4 Village","4 Commerical and Service worker"
"8453","056059225001",1,0,1,0,NA,"2 This Household, but Economicly Independent",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8454","056059220002",1,0,1,0,2,"6 Other","4 Village","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8455","056059217002",1,2,1,0,2,"6 Other","1 City","4 Commerical and Service worker"
"8456","056059209002",0,1,0,0,2,"6 Other","1 City","6 Production and Transportation worker"
"8457","056059216002",0,0,0,1,3,"6 Other","2 County","6 Production and Transportation worker"
"8458","056059211001",0,0,0,0,2,"4 Another Household in Your Permanent Address's Village/Neighborhood","1 City","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8459","056059221001",1,0,0,4,2,"6 Other","1 City","4 Commerical and Service worker"
"8460","056059202001",0,1,0,1,NA,"6 Other","2 County","2 Professional and Technician"
"8461","056059224002",0,3,1,0,3,"6 Other","1 City","4 Commerical and Service worker"
"8462","056059213001",0,3,0,1,NA,"6 Other","4 Village","6 Production and Transportation worker"
"8463","056059205001",0,0,1,0,2,"6 Other","2 County","3 Clerk"
"8464","056059215001",0,0,0,0,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood","2 County","6 Production and Transportation worker"
"8465","056059227002",1,0,1,2,2,"6 Other",NA,"2 Professional and Technician"
"8466","056059210001",4,0,3,2,3,"6 Other",NA,"4 Commerical and Service worker"
"8467","056059218001",0,0,0,0,2,"6 Other","4 Village","4 Commerical and Service worker"
"8468","056059222002",1,0,2,0,3,"6 Other","1 City","4 Commerical and Service worker"
"8469","056059212002",0,0,0,1,4,"6 Other","4 Village","4 Commerical and Service worker"
"8470","056059223001",0,1,0,2,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood","4 Village","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8471","056059207002",0,0,0,0,5,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"4 Commerical and Service worker"
"8472","056059226001",0,0,0,0,0,"6 Other","1 City","4 Commerical and Service worker"
"8473","056059201002",0,2,1,2,2,"6 Other",NA,"6 Production and Transportation worker"
"8474","056059203001",0,1,0,1,NA,"3 Same or Adjacent Dwelling/Courtyard with You","4 Village","6 Production and Transportation worker"
"8475","056059306001",1,2,1,1,NA,"6 Other","1 City","4 Commerical and Service worker"
"8476","056059302001",0,2,0,1,2,"6 Other","1 City","2 Professional and Technician"
"8477","056059303001",0,0,1,1,2,"6 Other","1 City","6 Production and Transportation worker"
"8478","056059316002",0,1,0,3,4,"6 Other","4 Village","4 Commerical and Service worker"
"8479","056059312001",0,1,0,0,2,"6 Other",NA,NA
"8480","056059309001",0,2,0,3,NA,"6 Other","2 County",NA
"8481","056059310001",0,0,0,1,NA,"3 Same or Adjacent Dwelling/Courtyard with You","4 Village","6 Production and Transportation worker"
"8482","056059320001",1,1,0,1,2,"1 This Household, and Economicly Dependent",NA,NA
"8483","056059311001",1,0,1,1,NA,"2 This Household, but Economicly Independent",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8484","056059307001",2,2,0,1,NA,"6 Other","2 County","6 Production and Transportation worker"
"8485","056059305001",0,0,0,0,NA,"1 This Household, and Economicly Dependent",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8486","056059317001",0,1,1,2,3,"1 This Household, and Economicly Dependent","1 City",NA
"8487","056059308001",0,0,0,0,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","4 Village","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8488","056059314001",1,2,1,1,1,"6 Other",NA,"6 Production and Transportation worker"
"8489","056059319002",0,0,2,0,2,NA,"3 Town","6 Production and Transportation worker"
"8490","056059321002",1,1,1,1,2,"6 Other","2 County","6 Production and Transportation worker"
"8491","056059315002",0,0,0,1,5,"6 Other","1 City","4 Commerical and Service worker"
"8492","056059301002",0,2,0,2,NA,NA,"1 City",NA
"8493","056059301101",3,0,2,0,NA,"1 This Household, and Economicly Dependent","4 Village",NA
"8494","056043209001",0,3,0,2,3,"2 This Household, but Economicly Independent","1 City","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8495","056043208001",0,1,1,0,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"4 Commerical and Service worker"
"8496","056043228001",3,1,1,0,4,"6 Other","2 County","6 Production and Transportation worker"
"8497","056043219001",0,1,1,0,2,"4 Another Household in Your Permanent Address's Village/Neighborhood","1 City","6 Production and Transportation worker"
"8498","056043221001",0,1,0,0,NA,"6 Other","1 City","2 Professional and Technician"
"8499","056043222001",0,0,1,0,3,"3 Same or Adjacent Dwelling/Courtyard with You","4 Village","6 Production and Transportation worker"
"8500","056043207001",0,0,0,0,NA,NA,NA,NA
"8501","056043229002",0,0,3,1,2,"6 Other","3 Town",NA
"8502","056043212002",0,1,0,1,2,"6 Other","4 Village","4 Commerical and Service worker"
"8503","056043230001",0,2,0,0,3,"6 Other","1 City","4 Commerical and Service worker"
"8504","056043227001",0,0,2,1,3,"6 Other",NA,"4 Commerical and Service worker"
"8505","056043204002",1,0,0,0,2,"6 Other","4 Village","6 Production and Transportation worker"
"8506","056043226002",1,1,2,0,3,"6 Other","3 Town",NA
"8507","056043205001",0,4,0,1,2,"6 Other","1 City","6 Production and Transportation worker"
"8508","056043216001",0,1,0,2,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,NA
"8509","056043203001",1,1,3,0,4,"6 Other","1 City","6 Production and Transportation worker"
"8510","056043210001",1,1,0,2,2,"6 Other","1 City","1 Manager"
"8511","056043231001",2,1,0,0,2,"6 Other","4 Village",NA
"8512","056043218002",0,2,0,2,2,"6 Other",NA,"4 Commerical and Service worker"
"8513","056043213001",0,0,2,1,2,"4 Another Household in Your Permanent Address's Village/Neighborhood","1 City","6 Production and Transportation worker"
"8514","056043225001",1,0,0,1,NA,NA,NA,NA
"8515","056043220001",0,0,1,0,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"6 Production and Transportation worker"
"8516","056043211001",0,0,0,2,2,"6 Other",NA,"6 Production and Transportation worker"
"8517","056043215001",0,3,0,3,0,NA,"1 City",NA
"8518","056043232002",2,0,1,0,3,"6 Other","2 County","6 Production and Transportation worker"
"8519","056043201002",0,0,0,0,4,"2 This Household, but Economicly Independent","1 City","4 Commerical and Service worker"
"8520","056043214001",0,0,0,2,NA,"6 Other",NA,"6 Production and Transportation worker"
"8521","056043206002",0,0,1,3,2,"6 Other","4 Village","6 Production and Transportation worker"
"8522","056043223001",0,3,1,2,4,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","2 County",NA
"8523","056043217002",0,2,0,0,3,"6 Other",NA,NA
"8524","056043224001",0,2,1,0,2,"6 Other","1 City","4 Commerical and Service worker"
"8525","056043121001",0,2,1,0,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood","2 County","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8526","056043123001",1,1,0,0,NA,NA,NA,NA
"8527","056043122001",2,1,0,2,3,"6 Other","3 Town","6 Production and Transportation worker"
"8528","056043102001",0,1,0,2,2,"6 Other","1 City","4 Commerical and Service worker"
"8529","056043119001",0,3,0,1,1,"7 Abroad",NA,NA
"8530","056043113001",0,2,2,0,3,"6 Other",NA,"6 Production and Transportation worker"
"8531","056043116002",0,1,0,1,4,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","4 Village","4 Commerical and Service worker"
"8532","056043126002",1,0,0,3,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","6 Production and Transportation worker"
"8533","056043128001",0,3,0,0,3,"6 Other",NA,"6 Production and Transportation worker"
"8534","056043112001",0,0,0,0,6,NA,NA,"6 Production and Transportation worker"
"8535","056043117002",0,1,1,1,5,"4 Another Household in Your Permanent Address's Village/Neighborhood","1 City","1 Manager"
"8536","056043115001",1,1,0,1,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood","4 Village","6 Production and Transportation worker"
"8537","056043129002",0,1,0,1,3,"6 Other","4 Village","4 Commerical and Service worker"
"8538","056043107002",0,2,0,2,3,"3 Same or Adjacent Dwelling/Courtyard with You","4 Village","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8539","056043132001",0,0,0,0,5,"4 Another Household in Your Permanent Address's Village/Neighborhood","3 Town",NA
"8540","056043106001",0,2,1,1,2,"6 Other","2 County","1 Manager"
"8541","056043110001",0,1,0,3,NA,"6 Other","2 County","3 Clerk"
"8542","056043130001",0,0,0,2,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood","3 Town",NA
"8543","056043124001",1,0,0,1,5,"6 Other","1 City","2 Professional and Technician"
"8544","056043111001",0,1,0,0,2,"4 Another Household in Your Permanent Address's Village/Neighborhood","4 Village","6 Production and Transportation worker"
"8545","056043127001",0,1,0,1,3,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","4 Village","4 Commerical and Service worker"
"8546","056043101002",0,2,2,1,1,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"6 Production and Transportation worker"
"8547","056043104001",0,0,0,0,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","4 Commerical and Service worker"
"8548","056043105001",0,1,0,1,5,"6 Other",NA,"4 Commerical and Service worker"
"8549","056043108001",1,0,2,0,NA,"2 This Household, but Economicly Independent",NA,"6 Production and Transportation worker"
"8550","056043131001",0,1,0,1,3,"1 This Household, and Economicly Dependent",NA,NA
"8551","056043301002",0,1,1,2,2,"6 Other","2 County","3 Clerk"
"8552","056043302002",0,2,0,0,3,"2 This Household, but Economicly Independent",NA,"6 Production and Transportation worker"
"8553","056043314001",0,2,0,2,2,"6 Other","2 County","6 Production and Transportation worker"
"8554","056043309002",1,1,3,4,3,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"4 Commerical and Service worker"
"8555","056043306002",0,1,1,0,0,"6 Other",NA,"1 Manager"
"8556","056043311002",1,1,1,0,3,"2 This Household, but Economicly Independent",NA,NA
"8557","056043305002",1,0,0,0,4,"6 Other","2 County",NA
"8558","056043312001",0,3,0,2,2,"6 Other","3 Town","6 Production and Transportation worker"
"8559","056043310002",0,1,0,3,NA,"1 This Household, and Economicly Dependent","1 City",NA
"8560","056043321001",0,0,0,1,NA,"6 Other",NA,"6 Production and Transportation worker"
"8561","056043316002",1,2,0,2,3,"6 Other","1 City","6 Production and Transportation worker"
"8562","056043325001",0,1,1,0,NA,"6 Other",NA,"6 Production and Transportation worker"
"8563","056043320001",1,0,1,0,1,"6 Other",NA,"6 Production and Transportation worker"
"8564","056043318001",2,0,4,2,1,"6 Other",NA,"6 Production and Transportation worker"
"8565","056043315002",0,2,0,0,3,"6 Other","1 City","2 Professional and Technician"
"8566","056043326002",2,1,1,2,1,"6 Other",NA,NA
"8567","056043328001",0,0,1,1,2,"6 Other","1 City","3 Clerk"
"8568","056043313001",0,1,0,3,2,"6 Other","1 City","4 Commerical and Service worker"
"8569","056043324001",0,2,0,2,3,"6 Other","1 City","2 Professional and Technician"
"8570","056043322002",1,1,0,0,2,"6 Other","1 City","6 Production and Transportation worker"
"8571","056043323002",0,0,0,0,3,"3 Same or Adjacent Dwelling/Courtyard with You","1 City","6 Production and Transportation worker"
"8572","056043308001",0,0,0,0,5,"6 Other","4 Village","4 Commerical and Service worker"
"8573","056043329001",0,0,0,0,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"6 Production and Transportation worker"
"8574","056043327001",0,1,0,0,NA,NA,NA,NA
"8575","056043304002",1,4,1,1,2,"6 Other","1 City","3 Clerk"
"8576","056043307001",0,0,0,0,NA,"1 This Household, and Economicly Dependent",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8577","056043317002",0,0,0,1,6,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8578","056043303001",0,2,0,3,2,"6 Other",NA,"4 Commerical and Service worker"
"8579","056043319001",0,0,0,1,1,"6 Other","1 City","2 Professional and Technician"
"8580","058659332002",1,2,1,1,2,"2 This Household, but Economicly Independent",NA,"3 Clerk"
"8581","058659336002",1,1,0,1,3,"1 This Household, and Economicly Dependent",NA,"2 Professional and Technician"
"8582","058659335002",1,1,2,1,1,"6 Other",NA,"4 Commerical and Service worker"
"8583","058659320002",1,0,1,0,2,"2 This Household, but Economicly Independent",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8584","058659306002",1,1,1,2,2,"2 This Household, but Economicly Independent",NA,"4 Commerical and Service worker"
"8585","058659317001",0,0,1,1,2,"1 This Household, and Economicly Dependent",NA,"6 Production and Transportation worker"
"8586","058659327001",0,0,0,0,3,"2 This Household, but Economicly Independent","4 Village","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8587","058659305002",0,2,0,1,3,"1 This Household, and Economicly Dependent",NA,"6 Production and Transportation worker"
"8588","058659325001",0,0,1,1,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8589","058659330001",0,2,0,1,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","3 Clerk"
"8590","058659303001",0,2,2,0,2,"6 Other",NA,"2 Professional and Technician"
"8591","058659301001",0,1,0,2,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"4 Commerical and Service worker"
"8592","058659316001",0,1,0,0,NA,"1 This Household, and Economicly Dependent",NA,"2 Professional and Technician"
"8593","058659310002",0,1,0,2,2,NA,"1 City",NA
"8594","058659331002",0,3,0,0,3,"6 Other","1 City","6 Production and Transportation worker"
"8595","058659307001",0,0,0,0,NA,"1 This Household, and Economicly Dependent","4 Village","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8596","058659319002",0,1,0,0,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","4 Commerical and Service worker"
"8597","058659328001",0,0,1,0,NA,NA,NA,NA
"8598","058659308001",0,1,0,0,NA,"1 This Household, and Economicly Dependent","4 Village","6 Production and Transportation worker"
"8599","058659311002",0,1,0,2,2,"6 Other","4 Village","6 Production and Transportation worker"
"8600","058659324001",0,0,0,0,3,"4 Another Household in Your Permanent Address's Village/Neighborhood","3 Town","2 Professional and Technician"
"8601","058659333002",2,0,0,0,5,"6 Other","4 Village","6 Production and Transportation worker"
"8602","058659315001",0,0,1,1,2,"2 This Household, but Economicly Independent",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8603","058659304001",0,0,2,0,2,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"4 Commerical and Service worker"
"8604","058659302002",1,0,1,0,4,"4 Another Household in Your Permanent Address's Village/Neighborhood","4 Village","4 Commerical and Service worker"
"8605","058659314002",1,0,0,0,2,"2 This Household, but Economicly Independent",NA,"6 Production and Transportation worker"
"8606","058659312002",0,2,2,0,NA,"6 Other",NA,"6 Production and Transportation worker"
"8607","058659313002",0,2,0,1,2,"2 This Household, but Economicly Independent","2 County","6 Production and Transportation worker"
"8608","058659323001",0,1,0,0,NA,"6 Other","4 Village","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8609","058659322001",0,1,0,2,NA,"6 Other",NA,NA
"8610","058659326001",0,0,1,0,4,"6 Other","1 City","4 Commerical and Service worker"
"8611","058659334001",0,2,0,1,2,"1 This Household, and Economicly Dependent",NA,NA
"8612","058659219001",0,0,2,0,3,"6 Other",NA,"4 Commerical and Service worker"
"8613","058659201001",0,0,0,0,NA,"2 This Household, but Economicly Independent",NA,"6 Production and Transportation worker"
"8614","058659202002",0,2,0,1,NA,"1 This Household, and Economicly Dependent",NA,NA
"8615","058659207002",0,0,0,0,0,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"4 Commerical and Service worker"
"8616","058659216002",1,1,1,1,0,"6 Other",NA,"3 Clerk"
"8617","058659203002",0,1,1,0,0,NA,NA,"6 Production and Transportation worker"
"8618","058659215001",0,0,1,3,3,"6 Other","2 County",NA
"8619","058659208002",0,3,0,1,1,"1 This Household, and Economicly Dependent",NA,"4 Commerical and Service worker"
"8620","058659217002",0,0,2,2,1,"6 Other",NA,"2 Professional and Technician"
"8621","058659205002",0,0,1,0,4,"4 Another Household in Your Permanent Address's Village/Neighborhood","2 County",NA
"8622","058659213002",1,0,2,0,1,"2 This Household, but Economicly Independent",NA,"4 Commerical and Service worker"
"8623","058659218001",0,0,0,0,5,"3 Same or Adjacent Dwelling/Courtyard with You",NA,"4 Commerical and Service worker"
"8624","058659212001",1,2,0,2,0,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","2 Professional and Technician"
"8625","058659210002",1,1,0,1,0,NA,NA,NA
"8626","058659209002",0,0,0,3,3,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","6 Production and Transportation worker"
"8627","058659211001",0,0,0,0,2,"1 This Household, and Economicly Dependent",NA,"6 Production and Transportation worker"
"8628","058659206001",0,0,0,0,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","3 Town","3 Clerk"
"8629","058659102001",0,3,1,0,5,"2 This Household, but Economicly Independent",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8630","058659109002",1,0,2,1,2,"1 This Household, and Economicly Dependent","2 County",NA
"8631","058659123001",2,0,1,0,1,"2 This Household, but Economicly Independent",NA,"6 Production and Transportation worker"
"8632","058659130002",0,0,1,1,2,NA,"2 County",NA
"8633","058659119001",0,1,0,2,2,"1 This Household, and Economicly Dependent",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8634","058659101001",1,0,1,1,3,"6 Other","4 Village","2 Professional and Technician"
"8635","058659117002",0,0,0,0,6,"6 Other",NA,"4 Commerical and Service worker"
"8636","058659107002",1,2,0,1,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","4 Village","6 Production and Transportation worker"
"8637","058659122001",0,1,0,1,NA,"6 Other",NA,NA
"8638","058659126001",1,0,0,0,4,"6 Other","1 City","6 Production and Transportation worker"
"8639","058659127001",0,3,0,0,1,"6 Other",NA,NA
"8640","058659121001",0,1,1,0,5,"3 Same or Adjacent Dwelling/Courtyard with You",NA,"6 Production and Transportation worker"
"8641","058659114002",2,0,1,0,6,"6 Other",NA,"6 Production and Transportation worker"
"8642","058659111002",0,1,0,0,2,"2 This Household, but Economicly Independent",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8643","058659113001",2,2,1,0,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood","4 Village","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8644","058659106002",2,0,1,2,2,"6 Other","2 County","2 Professional and Technician"
"8645","058659112001",0,0,0,1,NA,"1 This Household, and Economicly Dependent",NA,"6 Production and Transportation worker"
"8646","058659128001",2,1,2,0,3,"4 Another Household in Your Permanent Address's Village/Neighborhood","4 Village","3 Clerk"
"8647","058659110001",0,1,0,3,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","3 Town","6 Production and Transportation worker"
"8648","058659129001",0,0,1,0,2,"6 Other","3 Town","2 Professional and Technician"
"8649","058659108002",0,1,2,1,6,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","4 Village",NA
"8650","058659118002",0,0,4,0,1,"2 This Household, but Economicly Independent",NA,"6 Production and Transportation worker"
"8651","058659124002",1,0,1,2,3,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8652","058659115002",0,0,2,0,0,"6 Other","1 City",NA
"8653","058659103001",1,0,0,0,4,"6 Other","4 Village","4 Commerical and Service worker"
"8654","058659105001",0,1,0,0,3,"6 Other","2 County","6 Production and Transportation worker"
"8655","058659125002",0,0,1,0,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","2 County","6 Production and Transportation worker"
"8656","056302109001",0,2,1,1,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"1 Manager"
"8657","056302109102",6,2,1,2,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"2 Professional and Technician"
"8658","056302126001",0,0,1,1,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"6 Production and Transportation worker"
"8659","056302117002",0,2,0,0,NA,"6 Other","2 County","4 Commerical and Service worker"
"8660","056302120001",0,0,0,1,2,"6 Other","3 Town","1 Manager"
"8661","056302108001",0,1,0,0,2,"2 This Household, but Economicly Independent","1 City","1 Manager"
"8662","056302124002",0,1,0,2,5,"6 Other","1 City","6 Production and Transportation worker"
"8663","056302101002",0,1,2,2,2,"6 Other",NA,NA
"8664","056302107002",0,0,0,1,4,"1 This Household, and Economicly Dependent","1 City","6 Production and Transportation worker"
"8665","056302114001",0,1,0,3,1,"1 This Household, and Economicly Dependent",NA,"4 Commerical and Service worker"
"8666","056302112002",0,3,0,1,1,"6 Other",NA,"3 Clerk"
"8667","056302121002",0,1,1,1,1,"6 Other",NA,"2 Professional and Technician"
"8668","056302105001",2,0,5,0,1,"1 This Household, and Economicly Dependent",NA,NA
"8669","056302130002",0,3,1,2,2,"1 This Household, and Economicly Dependent",NA,NA
"8670","056302111001",0,0,2,0,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","4 Village","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"8671","056302106002",1,1,1,2,1,"6 Other",NA,NA
"8672","056302113002",1,1,1,1,NA,NA,"2 County",NA
"8673","056302104002",2,2,0,1,2,"2 This Household, but Economicly Independent",NA,"2 Professional and Technician"
"8674","056302128002",1,0,2,0,2,"1 This Household, and Economicly Dependent","1 City",NA
"8675","056302123002",0,1,3,0,2,"6 Other","2 County","3 Clerk"
"8676","056302125002",1,0,1,3,1,"6 Other",NA,"4 Commerical and Service worker"
"8677","056302131001",3,0,2,0,1,"6 Other",NA,"4 Commerical and Service worker"
"8678","056302129001",0,3,0,0,2,"2 This Household, but Economicly Independent",NA,"2 Professional and Technician"
"8679","056302110002",0,1,1,0,2,"6 Other","4 Village","4 Commerical and Service worker"
